,area_type,location,total_sqft,bathroom,balcony,price,BHK
2212,Super built-up  Area,Haralur Road,1875.0,3.0,3,110.0,3.0
2215,Super built-up  Area,Kasturi Nagar,1101.0,2.0,2,65.0,2.0
2216,Super built-up  Area,Other,1140.0,2.0,1,76.0,2.0
2217,Super built-up  Area,Sarjapur  Road,1215.0,2.0,2,110.0,2.0
2218,Super built-up  Area,Kengeri Satellite Town,1007.0,2.0,3,42.0,2.0
2219,Super built-up  Area,Bellandur,2039.0,3.0,2,168.0,3.0
2220,Built-up  Area,Ulsoor,1020.0,3.0,2,110.0,3.0
2221,Super built-up  Area,Other,1198.0,2.0,1,84.0,2.0
2222,Built-up  Area,Other,2408.5,4.0,1,220.0,4.0
2230,Super built-up  Area,Kundalahalli,1010.0,2.0,1,49.27,2.0
2231,Super built-up  Area,KR Puram,1015.0,2.0,1,43.0,2.0
2233,Built-up  Area,Lakshminarayana Pura,1179.0,2.0,1,75.0,2.0
2235,Super built-up  Area,Kammasandra,900.0,2.0,1,38.0,2.0
2236,Super built-up  Area,Bellandur,1605.0,3.0,2,85.0,3.0
2238,Super built-up  Area,Malleshwaram,2408.5,4.0,3,220.0,3.0
2239,Plot  Area,Other,2408.5,2.0,0,220.0,2.0
2242,Plot  Area,Ramamurthy Nagar,1200.0,2.0,0,80.0,2.0
2243,Plot  Area,Other,1200.0,2.0,2,125.0,2.0
2244,Plot  Area,Kammasandra,1200.0,2.0,1,66.0,2.0
2246,Super built-up  Area,Hennur,1255.0,2.0,1,57.5,2.0
2247,Super built-up  Area,Hosur Road,1085.0,2.0,2,38.0,2.0
2248,Super built-up  Area,Kanakpura Road,1592.0,3.0,1,125.0,3.0
2250,Super built-up  Area,Kogilu,1934.0,3.0,2,150.0,3.0
2251,Super built-up  Area,Harlur,1200.0,2.0,1,49.5,2.0
2252,Super built-up  Area,Uttarahalli,2408.5,2.0,2,120.0,6.0
2253,Super built-up  Area,Old Madras Road,935.0,2.0,1,45.0,2.0
2254,Built-up  Area,Bommasandra,900.0,2.0,2,38.0,2.0
2256,Super built-up  Area,Other,1470.0,2.0,2,110.0,3.0
2257,Built-up  Area,Other,1050.0,1.0,1,70.0,1.0
2258,Super built-up  Area,Hennur Road,1232.0,2.0,0,69.61,2.0
2259,Super built-up  Area,Ambedkar Nagar,2225.0,4.0,2,169.0,3.0
2260,Plot  Area,Other,1200.0,2.0,0,80.0,3.0
2261,Super built-up  Area,Dasarahalli,1901.0,3.0,2,119.0,3.0
2262,Super built-up  Area,Sarjapur  Road,1819.0,3.0,2,100.0,3.0
2267,Super built-up  Area,Other,1200.0,4.0,3,169.0,4.0
2269,Super built-up  Area,7th Phase JP Nagar,1100.0,2.0,2,44.0,2.0
2270,Plot  Area,TC Palaya,2408.5,3.0,3,220.0,4.0
2271,Super built-up  Area,Kothanur,1435.0,3.0,3,70.0,3.0
2273,Super built-up  Area,Sarjapur  Road,1845.0,4.0,1,110.0,3.0
2274,Plot  Area,Jigani,2400.0,4.0,1,130.0,3.0
2275,Super built-up  Area,HSR Layout,1140.0,2.0,2,46.0,2.0
2276,Super built-up  Area,Ulsoor,1200.0,2.0,0,60.0,2.0
2277,Super built-up  Area,Talaghattapura,2254.0,3.0,2,170.0,3.0
2278,Super built-up  Area,Frazer Town,1750.0,3.0,2,150.0,3.0
2280,Built-up  Area,Bommanahalli,900.0,1.0,1,38.0,1.0
2281,Super built-up  Area,Lingadheeranahalli,1893.0,3.0,2,140.0,3.0
2282,Super built-up  Area,Other,2408.5,3.0,0,220.0,3.0
2284,Built-up  Area,Singasandra,900.0,2.0,1,38.0,2.0
2285,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1,90.0,3.0
2286,Plot  Area,Other,2408.5,4.0,2,220.0,4.0
2287,Super built-up  Area,Kasavanhalli,1200.0,2.0,1,78.0,2.0
2288,Super built-up  Area,Sarjapur  Road,1233.0,2.0,2,77.65,2.0
2289,Super built-up  Area,Bannerghatta Road,1255.0,2.0,2,65.26,2.0
2290,Super built-up  Area,Begur Road,1200.0,2.0,2,38.0,2.0
2291,Super built-up  Area,Varthur,2145.0,3.0,2,175.0,3.0
2292,Built-up  Area,1st Phase JP Nagar,1500.0,5.0,1,85.0,5.0
2293,Built-up  Area,Kothannur,900.0,2.0,1,38.0,2.0
2297,Built-up  Area,Kogilu,900.0,1.0,0,38.0,1.0
2298,Super built-up  Area,Tumkur Road,1240.0,2.0,1,84.0,3.0
2300,Plot  Area,Other,1865.0,3.0,3,220.0,3.0
2301,Super built-up  Area,Hosa Road,1104.0,2.0,0,38.0,2.0
2303,Built-up  Area,Nagavara,2200.0,2.0,1,55.0,2.0
2306,Super built-up  Area,Thigalarapalya,2408.5,2.0,2,220.0,4.0
2307,Super built-up  Area,Harlur,1290.0,2.0,1,85.0,2.0
2309,Built-up  Area,Kannamangala,2408.5,4.0,0,200.0,4.0
2310,Super built-up  Area,Whitefield,2408.5,4.0,1,220.0,4.0
2311,Built-up  Area,Other,900.0,1.0,0,38.0,1.0
2313,Super built-up  Area,Malleshwaram,900.0,2.0,1,95.0,2.0
2314,Plot  Area,Rajaji Nagar,1800.0,4.0,1,220.0,6.0
2315,Super built-up  Area,Hennur Road,987.0,2.0,1,49.0,2.0
2316,Super built-up  Area,Old Madras Road,1720.0,3.0,2,100.0,3.0
2317,Super built-up  Area,Hebbal,1040.0,2.0,1,50.0,2.0
2318,Built-up  Area,Anandapura,900.0,2.0,0,64.0,2.0
2319,Built-up  Area,Raja Rajeshwari Nagar,1030.0,2.0,1,50.0,2.0
2324,Super built-up  Area,7th Phase JP Nagar,1270.0,2.0,1,83.0,2.0
2325,Built-up  Area,Sahakara Nagar,1655.0,3.0,1,115.0,3.0
2327,Super built-up  Area,Domlur,1050.0,2.0,2,85.0,2.0
2330,Built-up  Area,CV Raman Nagar,1726.0,3.0,3,145.0,3.0
2331,Super built-up  Area,Other,2121.0,4.0,3,220.0,3.0
2332,Super built-up  Area,Vittasandra,1404.0,2.0,1,75.0,2.0
2334,Super built-up  Area,Kengeri,1025.0,2.0,2,57.0,2.0
2335,Plot  Area,Other,1575.0,4.0,0,150.0,5.0
2338,Super built-up  Area,Other,2408.5,3.0,1,220.0,4.0
2339,Super built-up  Area,Kothannur,1197.0,2.0,1,47.8,2.0
2340,Super built-up  Area,Garudachar Palya,1150.0,2.0,1,52.75,2.0
2341,Built-up  Area,Other,2408.5,5.0,3,220.0,4.0
2342,Super built-up  Area,R.T. Nagar,1040.0,2.0,2,46.0,2.0
2343,Super built-up  Area,Banashankari,1310.0,2.0,2,80.0,2.0
2344,Super built-up  Area,Uttarahalli,1788.0,3.0,2,98.34,3.0
2345,Super built-up  Area,Raja Rajeshwari Nagar,1144.0,2.0,2,38.55,2.0
2346,Super built-up  Area,Anjanapura,1070.0,2.0,2,39.0,2.0
2348,Super built-up  Area,Ambedkar Nagar,1862.0,3.0,2,120.0,3.0
2349,Plot  Area,Margondanahalli,1200.0,2.0,1,58.5,2.0
2350,Super built-up  Area,Begur Road,970.0,2.0,2,38.0,2.0
2354,Super built-up  Area,Iblur Village,1995.0,3.0,2,135.0,3.0
2355,Plot  Area,Other,2400.0,4.0,2,220.0,4.0
2356,Super built-up  Area,Hosakerehalli,1085.0,2.0,1,47.74,2.0
2358,Super built-up  Area,Haralur Road,1092.0,2.0,2,44.0,2.0
2359,Super built-up  Area,Other,1767.0,3.0,2,98.0,3.0
2361,Super built-up  Area,Bellandur,1692.0,3.0,2,88.0,3.0
2363,Super built-up  Area,Uttarahalli,1345.0,2.0,1,57.0,3.0
2366,Plot  Area,Banashankari Stage III,2400.0,4.0,1,220.0,4.0
2367,Plot  Area,Kadugodi,1920.0,4.0,2,200.0,4.0
2369,Super built-up  Area,Thigalarapalya,2072.0,4.0,2,150.0,3.0
2370,Super built-up  Area,Malleshwaram,1420.0,2.0,1,158.0,2.0
2371,Plot  Area,Electronics City Phase 1,2040.0,3.0,2,137.0,3.0
2373,Plot  Area,8th Phase JP Nagar,1200.0,4.0,2,145.0,4.0
2374,Super built-up  Area,Other,1300.0,2.0,1,79.0,2.0
2376,Super built-up  Area,KR Puram,1470.0,2.0,2,86.0,2.0
2377,Super built-up  Area,Hosa Road,1063.0,2.0,1,38.0,2.0
2379,Super built-up  Area,Other,2408.5,4.0,3,220.0,4.0
2384,Built-up  Area,Vidyaranyapura,1060.0,2.0,2,55.0,2.0
2385,Built-up  Area,Other,1000.0,2.0,0,110.0,3.0
2386,Super built-up  Area,Other,1760.0,3.0,2,145.0,3.0
2390,Super built-up  Area,Gottigere,1300.0,3.0,3,65.0,3.0
2393,Super built-up  Area,Singasandra,1100.0,2.0,1,52.0,2.0
2394,Super built-up  Area,Harlur,1752.12,3.0,2,116.0,3.0
2395,Super built-up  Area,Marathahalli,957.0,2.0,1,46.9,2.0
2396,Super built-up  Area,Balagere,900.0,1.0,0,41.9,1.0
2399,Super built-up  Area,Yeshwanthpur,900.0,1.0,1,38.0,1.0
2400,Plot  Area,Other,2408.5,2.0,3,220.0,5.0
2401,Plot  Area,Nagarbhavi,900.0,2.0,1,80.0,3.0
2402,Super built-up  Area,Uttarahalli,1089.0,2.0,1,43.55,2.0
2403,Super built-up  Area,Thanisandra,1800.0,3.0,3,90.0,3.0
2404,Super built-up  Area,Yelahanka New Town,960.0,2.0,1,38.0,1.0
2406,Super built-up  Area,Marathahalli,1583.0,3.0,3,105.0,3.0
2408,Super built-up  Area,Padmanabhanagar,1100.0,2.0,2,65.0,2.0
2409,Plot  Area,Other,900.0,1.0,1,100.0,1.0
2410,Super built-up  Area,Vittasandra,1246.0,2.0,1,65.0,2.0
2411,Super built-up  Area,Dodda Nekkundi,900.0,2.0,3,38.0,2.0
2412,Super built-up  Area,Raja Rajeshwari Nagar,1196.0,2.0,2,51.51,2.0
2413,Super built-up  Area,Thanisandra,1697.0,3.0,2,114.0,3.0
2414,Built-up  Area,TC Palaya,1000.0,2.0,0,64.0,2.0
2416,Plot  Area,Anekal,1200.0,1.0,1,38.0,2.0
2417,Plot  Area,Sarjapur  Road,2408.5,2.0,3,220.0,4.0
2420,Super built-up  Area,Kammasandra,1018.0,2.0,0,38.0,2.0
2423,Plot  Area,Other,1800.0,4.0,2,145.0,4.0
2426,Built-up  Area,Other,2400.0,3.0,1,220.0,3.0
2427,Super built-up  Area,Whitefield,1635.0,2.0,2,85.0,3.0
2428,Super built-up  Area,Rajaji Nagar,2408.5,4.0,1,220.0,4.0
2430,Built-up  Area,Other,2408.5,3.0,1,220.0,3.0
2432,Super built-up  Area,Other,1533.0,3.0,2,85.0,3.0
2433,Super built-up  Area,Akshaya Nagar,1720.0,3.0,1,134.0,3.0
2434,Super built-up  Area,Frazer Town,2000.0,3.0,1,200.0,3.0
2435,Super built-up  Area,Yeshwanthpur,1185.0,2.0,2,75.84,2.0
2437,Built-up  Area,Attibele,900.0,1.0,1,38.0,1.0
2438,Super built-up  Area,Electronic City Phase II,1031.0,2.0,1,56.35,2.0
2439,Plot  Area,Other,2400.0,2.0,2,220.0,6.0
2440,Super built-up  Area,Thanisandra,2408.5,4.0,2,220.0,4.0
2441,Plot  Area,Basaveshwara Nagar,2400.0,5.0,1,220.0,5.0
2443,Super built-up  Area,Hennur,1259.0,2.0,2,57.0,2.0
2444,Built-up  Area,Raja Rajeshwari Nagar,1570.0,3.0,2,88.0,3.0
2446,Super built-up  Area,Whitefield,1216.0,2.0,1,79.0,2.0
2448,Super built-up  Area,Begur Road,1160.0,2.0,2,40.59,2.0
2449,Plot  Area,Other,900.0,2.0,1,110.0,3.0
2451,Super built-up  Area,Harlur,1754.0,3.0,2,135.0,3.0
2452,Super built-up  Area,Rayasandra,1639.0,3.0,1,83.0,3.0
2453,Super built-up  Area,Hennur Road,1804.0,3.0,2,102.0,3.0
2456,Super built-up  Area,Begur Road,1260.0,2.0,2,46.62,2.0
2458,Built-up  Area,Hennur Road,2160.0,3.0,2,160.0,3.0
2460,Super built-up  Area,Rachenahalli,1220.0,2.0,2,59.5,2.0
2461,Plot  Area,Margondanahalli,1200.0,2.0,0,67.0,2.0
2463,Super built-up  Area,Other,900.0,1.0,1,38.0,1.0
2465,Super built-up  Area,Bhoganhalli,1444.0,2.0,1,75.97,2.0
2466,Built-up  Area,Amruthahalli,924.0,2.0,1,45.0,2.0
2467,Super built-up  Area,Kaikondrahalli,1000.0,2.0,1,38.0,2.0
2469,Plot  Area,Other,1200.0,3.0,3,220.0,3.0
2470,Super built-up  Area,Bisuvanahalli,900.0,2.0,1,38.0,2.0
2472,Super built-up  Area,Kothanur,1187.0,2.0,2,58.0,2.0
2474,Plot  Area,Other,1200.0,2.0,2,83.0,2.0
2475,Super built-up  Area,Other,1452.55,2.0,3,110.0,2.0
2476,Built-up  Area,Other,2357.0,3.0,2,151.0,3.0
2477,Super built-up  Area,Kaval Byrasandra,1200.0,2.0,1,49.5,2.0
2479,Built-up  Area,Basavangudi,900.0,1.0,0,97.5,1.0
2481,Super built-up  Area,Other,1170.0,2.0,3,105.0,2.0
2482,Super built-up  Area,Somasundara Palya,1448.0,2.0,2,68.0,2.0
2483,Super built-up  Area,Kadugodi,1762.0,3.0,3,110.0,3.0
2484,Super built-up  Area,Kaggadasapura,1105.0,2.0,1,38.65,2.0
2485,Super built-up  Area,Yelahanka,1825.0,3.0,1,105.0,3.0
2486,Super built-up  Area,Other,900.0,1.0,0,38.0,1.0
2490,Super built-up  Area,Hulimavu,1058.0,2.0,1,48.0,2.0
2491,Super built-up  Area,Bellandur,1220.0,2.0,2,60.0,2.0
2492,Super built-up  Area,Sarjapur,925.0,2.0,1,38.0,2.0
2493,Super built-up  Area,Old Madras Road,1200.0,2.0,1,72.0,2.0
2495,Plot  Area,Kengeri Satellite Town,900.0,4.0,3,72.0,3.0
2496,Super built-up  Area,Other,1411.0,3.0,2,91.72,3.0
2498,Super built-up  Area,Green Glen Layout,2408.5,4.0,3,220.0,4.0
2499,Super built-up  Area,Haralur Road,2408.5,4.0,1,130.0,3.0
2501,Super built-up  Area,7th Phase JP Nagar,2408.5,4.0,0,188.0,4.0
2502,Super built-up  Area,Marathahalli,2408.5,5.0,2,190.0,4.0
2503,Super built-up  Area,Kaggadasapura,1063.0,2.0,2,42.0,2.0
2507,Super built-up  Area,Jalahalli,1045.0,2.0,2,76.77,2.0
2509,Super built-up  Area,Hoodi,1400.0,2.0,1,78.0,2.0
2511,Super built-up  Area,Other,2408.5,3.0,3,220.0,3.0
2513,Super built-up  Area,Sarjapur  Road,1680.0,3.0,1,112.0,3.0
2515,Super built-up  Area,Gottigere,950.0,2.0,1,38.0,2.0
2519,Built-up  Area,Kodichikkanahalli,2408.5,2.0,2,125.0,5.0
2520,Plot  Area,Other,1100.0,3.0,1,78.0,3.0
2521,Built-up  Area,Thanisandra,2408.5,5.0,0,160.0,6.0
2522,Super built-up  Area,Begur Road,1634.0,3.0,1,83.33,3.0
2523,Super built-up  Area,Other,1352.0,2.0,2,85.0,2.0
2526,Super built-up  Area,7th Phase JP Nagar,2200.0,3.0,2,190.0,3.0
2527,Super built-up  Area,Bommasandra Industrial Area,1020.0,2.0,1,39.0,2.0
2528,Super built-up  Area,Other,2408.5,4.0,1,220.0,4.0
2529,Super built-up  Area,Raja Rajeshwari Nagar,1168.0,2.0,1,61.0,2.0
2530,Super built-up  Area,Electronic City Phase II,1205.0,2.0,1,75.0,2.0
2531,Super built-up  Area,Yeshwanthpur,1195.0,2.0,2,100.0,2.0
2532,Built-up  Area,CV Raman Nagar,1028.0,2.0,1,49.0,2.0
2534,Super built-up  Area,Pai Layout,1550.0,2.0,2,90.0,3.0
2535,Super built-up  Area,Yeshwanthpur,1826.0,3.0,2,165.0,3.0
2536,Plot  Area,Hoodi,2400.0,5.0,2,160.0,5.0
2537,Super built-up  Area,Yelahanka,1603.0,3.0,2,96.0,3.0
2539,Built-up  Area,KR Puram,900.0,1.0,1,38.0,1.0
2541,Built-up  Area,Malleshpalya,1405.0,2.0,2,77.0,3.0
2542,Super built-up  Area,KR Puram,1142.0,2.0,1,51.0,2.0
2545,Super built-up  Area,Subramanyapura,1313.0,2.0,2,73.0,2.0
2546,Built-up  Area,Other,1945.0,3.0,3,120.0,3.0
2547,Super built-up  Area,Thanisandra,1573.0,3.0,2,95.0,3.0
2548,Super built-up  Area,Sarjapur  Road,1255.0,2.0,1,92.0,2.0
2550,Super built-up  Area,Kannamangala,1235.0,2.0,2,43.63,2.0
2553,Super built-up  Area,Vittasandra,1238.0,2.0,1,67.0,2.0
2555,Super built-up  Area,Thigalarapalya,1418.0,2.0,2,103.0,2.0
2556,Super built-up  Area,Other,1650.0,3.0,1,165.0,3.0
2557,Built-up  Area,Other,900.0,1.0,1,38.0,1.0
2558,Super built-up  Area,Uttarahalli,1279.0,2.0,2,48.0,2.0
2559,Built-up  Area,Kasavanhalli,1870.0,3.0,1,200.0,3.0
2560,Plot  Area,Other,1500.0,5.0,1,220.0,4.0
2561,Super built-up  Area,Hebbal,2408.5,2.0,2,220.0,3.0
2562,Plot  Area,Other,1550.0,2.0,1,150.0,3.0
2566,Built-up  Area,Other,1150.0,2.0,1,75.0,3.0
2568,Plot  Area,Other,1200.0,3.0,1,74.0,3.0
2569,Built-up  Area,Dasanapura,965.0,2.0,1,42.5,2.0
2571,Super built-up  Area,Bhoganhalli,1447.0,2.0,1,75.97,2.0
2572,Super built-up  Area,Other,1229.0,3.0,1,86.03,3.0
2573,Super built-up  Area,Kudlu,1027.0,2.0,2,43.0,2.0
2574,Super built-up  Area,Gottigere,1153.0,2.0,1,48.5,2.0
2576,Super built-up  Area,Malleshpalya,1065.0,2.0,2,50.0,2.0
2578,Super built-up  Area,Mallasandra,1340.0,2.0,2,61.0,2.0
2580,Built-up  Area,Other,900.0,1.0,0,38.0,1.0
2582,Super built-up  Area,Varthur,1055.0,2.0,2,45.35,2.0
2583,Super built-up  Area,Yelahanka,1304.0,2.0,1,79.0,2.0
2584,Super built-up  Area,Other,2408.5,4.0,1,220.0,4.0
2585,Built-up  Area,Kammasandra,990.0,2.0,1,38.0,2.0
2586,Super built-up  Area,7th Phase JP Nagar,1035.0,2.0,1,39.33,2.0
2587,Super built-up  Area,Tumkur Road,900.0,1.0,0,38.0,1.0
2588,Super built-up  Area,Sonnenahalli,1120.0,2.0,2,43.0,2.0
2589,Super built-up  Area,Haralur Road,1300.0,2.0,2,73.0,2.0
2590,Super built-up  Area,Tumkur Road,1239.0,2.0,1,82.0,2.0
2592,Super built-up  Area,Hosa Road,1365.0,2.0,1,92.0,2.0
2593,Super built-up  Area,Other,1165.0,2.0,1,135.0,2.0
2595,Super built-up  Area,Green Glen Layout,1776.42,3.0,2,105.0,3.0
2597,Super built-up  Area,Haralur Road,1194.0,2.0,2,47.0,2.0
2599,Super built-up  Area,Nagavara,2319.0,3.0,2,180.0,3.0
2601,Super built-up  Area,Kannamangala,1536.0,3.0,1,89.0,3.0
2602,Built-up  Area,Other,2408.5,4.0,2,220.0,4.0
2604,Super built-up  Area,Hoodi,1850.0,3.0,2,146.0,3.0
2605,Super built-up  Area,Billekahalli,1112.0,2.0,2,62.0,2.0
2608,Plot  Area,Banashankari,2400.0,3.0,2,220.0,4.0
2610,Super built-up  Area,Kalena Agrahara,1187.0,2.0,3,52.0,2.0
2611,Built-up  Area,9th Phase JP Nagar,1164.0,2.0,1,56.0,2.0
2612,Super built-up  Area,Electronic City Phase II,1395.0,2.0,1,62.78,3.0
2613,Super built-up  Area,Arekere,2072.0,3.0,2,108.0,3.0
2615,Super built-up  Area,Bannerghatta Road,1550.0,3.0,2,82.0,3.0
2616,Super built-up  Area,Other,1315.0,2.0,2,90.0,2.0
2617,Super built-up  Area,Hebbal,2408.5,4.0,3,220.0,4.0
2619,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1,47.0,3.0
2622,Built-up  Area,Kaggadasapura,1470.0,2.0,2,75.0,3.0
2623,Plot  Area,Other,2408.5,4.0,1,220.0,4.0
2624,Built-up  Area,Hosur Road,1590.0,2.0,2,125.0,3.0
2626,Super built-up  Area,Raja Rajeshwari Nagar,1306.0,2.0,1,55.91,2.0
2627,Built-up  Area,Malleshwaram,2000.0,3.0,2,220.0,3.0
2631,Super built-up  Area,Ramagondanahalli,1215.0,2.0,1,51.26,2.0
2633,Super built-up  Area,Dodda Nekkundi,1390.0,2.0,2,60.0,2.0
2634,Plot  Area,Battarahalli,900.0,2.0,1,75.0,3.0
2635,Plot  Area,Nagarbhavi,900.0,3.0,2,100.0,3.0
2636,Super built-up  Area,Hoodi,1196.0,2.0,0,71.74,2.0
2638,Super built-up  Area,Thigalarapalya,1418.0,2.0,2,101.0,2.0
2639,Super built-up  Area,Other,1655.0,3.0,2,115.0,3.0
2640,Built-up  Area,KR Puram,1115.0,2.0,2,38.0,2.0
2642,Super built-up  Area,Anekal,1035.0,2.0,2,38.3,2.0
2645,Super built-up  Area,Thanisandra,1917.0,3.0,3,122.0,3.0
2647,Super built-up  Area,Marathahalli,1071.0,2.0,2,52.25,2.0
2648,Super built-up  Area,Koramangala,1325.0,2.0,2,119.0,2.0
2649,Plot  Area,Malleshwaram,2408.5,4.0,2,220.0,7.0
2650,Super built-up  Area,5th Phase JP Nagar,1400.0,2.0,1,88.0,3.0
2651,Super built-up  Area,Tumkur Road,1246.0,2.0,1,82.0,2.0
2652,Built-up  Area,Sarjapur,1215.0,2.0,0,40.0,2.0
2653,Super built-up  Area,Munnekollal,1200.0,2.0,2,49.5,2.0
2656,Built-up  Area,Kaval Byrasandra,945.0,2.0,2,50.0,2.0
2657,Super built-up  Area,Other,2408.5,5.0,1,220.0,4.0
2658,Super built-up  Area,Hormavu,1175.0,2.0,1,52.0,2.0
2659,Super built-up  Area,Whitefield,920.0,2.0,1,63.0,2.0
2660,Super built-up  Area,Hosakerehalli,2408.5,5.0,1,220.0,4.0
2661,Plot  Area,Other,1600.0,2.0,2,110.0,2.0
2663,Plot  Area,Other,2400.0,4.0,1,220.0,4.0
2665,Super built-up  Area,Ardendale,1750.0,3.0,3,100.0,3.0
2666,Super built-up  Area,Uttarahalli,1425.0,2.0,2,64.0,3.0
2667,Super built-up  Area,Basavangudi,2150.0,3.0,2,220.0,3.0
2669,Super built-up  Area,Kaggadasapura,1050.0,2.0,2,48.0,2.0
2670,Super built-up  Area,Other,1370.0,2.0,2,75.0,3.0
2671,Super built-up  Area,Electronic City,1374.0,2.0,1,72.0,3.0
2672,Super built-up  Area,Harlur,1754.0,3.0,2,124.0,3.0
2673,Super built-up  Area,Kothanur,1847.0,3.0,2,110.0,3.0
2674,Super built-up  Area,Ambedkar Nagar,1850.0,4.0,3,139.0,3.0
2675,Plot  Area,Chikka Tirupathi,2408.5,3.0,1,135.0,3.0
2679,Super built-up  Area,Other,1350.0,2.0,3,180.0,2.0
2681,Super built-up  Area,Thanisandra,900.0,1.0,1,38.0,1.0
2682,Super built-up  Area,Other,1980.0,3.0,2,220.0,3.0
2683,Super built-up  Area,KR Puram,1021.0,2.0,1,48.0,2.0
2684,Super built-up  Area,Thigalarapalya,1165.0,2.0,2,95.0,2.0
2685,Super built-up  Area,Horamavu Agara,1756.0,3.0,2,92.0,3.0
2686,Super built-up  Area,Other,1739.0,3.0,1,105.0,3.0
2687,Super built-up  Area,Varthur,1280.0,2.0,1,65.0,2.0
2688,Super built-up  Area,Marathahalli,1215.0,2.0,2,58.86,2.0
2689,Super built-up  Area,Munnekollal,950.0,2.0,1,46.5,2.0
2690,Built-up  Area,Kengeri,1082.0,2.0,1,49.0,3.0
2691,Super built-up  Area,7th Phase JP Nagar,1050.0,2.0,1,42.0,2.0
2693,Super built-up  Area,Arekere,1100.0,2.0,2,55.0,2.0
2694,Plot  Area,Ardendale,2408.5,4.0,1,205.0,4.0
2695,Super built-up  Area,Sarjapur  Road,1311.0,2.0,1,78.0,2.0
2696,Super built-up  Area,Raja Rajeshwari Nagar,1608.0,3.0,1,67.98,3.0
2697,Super built-up  Area,Begur Road,1160.0,2.0,2,38.0,2.0
2698,Super built-up  Area,Whitefield,1170.0,2.0,1,71.0,2.0
2700,Super built-up  Area,Hebbal,1255.0,2.0,1,77.68,3.0
2701,Super built-up  Area,Rayasandra,1065.0,2.0,2,44.95,2.0
2702,Super built-up  Area,Other,900.0,1.0,1,38.0,1.0
2703,Super built-up  Area,Ambedkar Nagar,1936.0,4.0,2,126.0,3.0
2704,Super built-up  Area,Other,2289.0,3.0,2,220.0,3.0
2706,Super built-up  Area,Ramagondanahalli,2257.0,4.0,2,157.0,3.0
2707,Super built-up  Area,Nagarbhavi,1055.0,2.0,2,55.0,2.0
2709,Super built-up  Area,Other,1700.0,3.0,1,97.0,3.0
2710,Super built-up  Area,Raja Rajeshwari Nagar,1575.0,2.0,2,78.0,3.0
2711,Built-up  Area,Frazer Town,2408.5,4.0,2,220.0,3.0
2712,Super built-up  Area,Other,1263.0,2.0,1,93.32,2.0
2714,Super built-up  Area,Kengeri Satellite Town,1043.0,2.0,2,65.0,2.0
2715,Super built-up  Area,Hennur,1255.0,2.0,2,53.5,2.0
2716,Super built-up  Area,JP Nagar,1352.5,2.0,0,93.865,2.0
2717,Super built-up  Area,Chandapura,900.0,1.0,0,38.0,1.0
2718,Plot  Area,Yelahanka,1550.0,3.0,1,120.0,3.0
2720,Super built-up  Area,Other,1900.0,3.0,3,160.0,3.0
2722,Built-up  Area,Other,1100.0,2.0,1,75.0,2.0
2723,Super built-up  Area,8th Phase JP Nagar,1455.0,3.0,2,73.31,3.0
2724,Built-up  Area,KR Puram,1035.0,2.0,1,40.5,2.0
2725,Super built-up  Area,Harlur,1152.0,2.0,2,69.0,2.0
2726,Super built-up  Area,Bellandur,1299.0,2.0,2,82.0,2.0
2727,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1,75.0,3.0
2728,Super built-up  Area,Rachenahalli,1050.0,2.0,2,52.5,2.0
2729,Super built-up  Area,Pai Layout,1050.0,2.0,2,40.0,2.0
2730,Super built-up  Area,Vittasandra,1246.0,2.0,1,67.4,2.0
2731,Built-up  Area,Other,1929.0,3.0,2,115.0,3.0
2732,Super built-up  Area,Hennur,1285.0,2.0,1,60.0,2.0
2735,Built-up  Area,BTM 2nd Stage,1850.0,3.0,1,170.0,3.0
2737,Built-up  Area,Malleshwaram,1124.0,3.0,2,80.0,2.0
2740,Super built-up  Area,8th Phase JP Nagar,900.0,2.0,2,55.0,2.0
2743,Plot  Area,Other,2408.5,3.0,1,220.0,3.0
2744,Super built-up  Area,Akshaya Nagar,1410.0,2.0,2,80.0,3.0
2746,Super built-up  Area,Whitefield,1118.0,2.0,1,75.0,2.0
2747,Super built-up  Area,Thanisandra,1098.0,2.0,1,68.0,2.0
2748,Super built-up  Area,Kanakapura,1130.0,2.0,1,45.2,2.0
2749,Super built-up  Area,Sarjapur  Road,1145.0,2.0,2,75.0,2.0
2750,Plot  Area,Kadugodi,950.0,3.0,1,80.0,3.0
2753,Super built-up  Area,Marathahalli,1102.0,2.0,2,53.67,2.0
2754,Super built-up  Area,Jalahalli,1478.0,2.0,2,125.0,2.0
2755,Super built-up  Area,Chandapura,900.0,1.0,1,38.0,1.0
2756,Carpet  Area,Hebbal,900.0,2.0,1,50.63,2.0
2757,Super built-up  Area,Abbigere,900.0,2.0,1,38.0,2.0
2761,Super built-up  Area,Gubbalala,1745.0,3.0,2,115.0,3.0
2762,Built-up  Area,Other,1226.0,3.0,1,135.0,2.0
2763,Plot  Area,Begur Road,900.0,4.0,1,68.0,3.0
2764,Super built-up  Area,Other,1100.0,2.0,1,70.0,2.0
2765,Plot  Area,Banashankari Stage VI,1200.0,4.0,3,195.0,4.0
2766,Super built-up  Area,5th Phase JP Nagar,1450.0,2.0,1,58.0,2.0
