,id,comment_text,identity_hate
63836,aacd64e87d5677b5,fuck you jeremy  hey jermey ai just thought id mention that you should pursue getting a real job you piece of dog shitfurthermore fuck you in addition to that i think you may be homosexual citation not needed because the grapevine has shed light on your impotence issues around women that or you need to stop dating fat womenalso fuck you cunt you kike ass nigger pussy youre a fucking deadbeat loser eat my shit and rot you need to understand what wikipedia means to me nothing by nothing i mean id rather be penetrated by razor sharp dildos into my sphincter before ever giving a shit what you do suck my cock you white pow wow nigger knife kike and and and eat my shit seriously i mean this for real eat it meaning stick the lumps of excetement escaping from my rectum and consume them let the shit slide down your throat then and only then may you disgrace yourself by giving me the shitty head youre really unqualified to givedog fucker,1
63919,ab0b616061472b65,is a gay faggot that takes it in the butt from other users who control him and manipulate him to indiscriminately ban users with gay cunnilingus is a faggot and so is   they are butt buddies,1
63949,ab224edbed99a3dc,dont forget moses damned you before his death as israel betrayed her god so let they spread all over the worldyes there is an israel today but the peace has never come there and it wont be of jews are diasporaanywaywell then difficult days are waiting israelespecially about iraneven israel cant breathe without usdont worry we will make israel happy also until youamerican jewish diasporasatisfy us against armenians and greeks in ushowever most of american states recongized the socalled genocidei hope us parliament doesnt make that kinda mistakeyes nobody welcomes jewsdo you want examples spaniards had killed thousands of jews and we saved youfrench people burnt you down alivebritons expelled all the jewsno need to talk about germansaskenazis were living like animals under byzantine rule until weve comei can give you a lot of examplesyes there were  million jews in russiawhat happened then all of them were forced to live in palemost of them slaughtered orphaned and expelledmost of the jews in us had flee from imperial russiayes they really love youi have talked wit many foreign peoplea russian girl told me ewww do you like jews a greek told me dont you hate an armenians told me kill all the jews who are decendants of devilonly arabs and turks welcomed you but youre slaughtering arabs in palestine at the momentdont misunderstand mei am a realistmost of the people on the world hates turks also but we have a differencewe are the strongyeah some people loves turks as well but theyre minortiy and hatred of others reason is more jealousylast but not least i said that you coulnt behave opposite against us in my last comment,1
64122,ab9b7de9dcf309bf,wtf is with this place nazi land geezus what everything has to be peer reviewed do your own god damn research its fact this isnt speculation do not remove it again,1
64388,ac522b44ace82b1e,yeah where it says seriouslygay thats implying what happen was gay or that the action was gay you would know that if you where a teen but your probably an adult loser,1
64823,ad78c0870007b24f,jusdafax is a little whiny bitch lick my sweaty balls homo ,1
64892,ada5a7ca0ec7c8db,you dummasses i did say the damn right stuff but you bastards act like im making my own stories dummasses,1
65075,ae1b1f693e4913b5,faggots  yo fucker it was fucking hayes you faggot not vito  vito wasnt with wwe in  you fucking fag  fag you arent right go fucking jump off a bridge you fag,1
65155,ae4fb36479dccaf2,socalsupereagle is full of black hate,1
65500,af346c6830112804,do so all mexicans and black people are shit heads and im in the kkk fuck heads,1
65521,af44644d9b176469,penis cockwad nigga nigga nyuggggaaa nigger niggggeeeerrrr penisfuck assfuck niggafuck negro whitey cracker chink namer cracker,1
65574,af67d49c6538def1,how can you defend those barbarian invaders they have no right to be in israel those fucking scum,1
65630,af910540533f8ace,you fag waaa waaa im a huge gay says you,1
65790,aff1072b2c2e723b,talknigger  please stop your disruptive editing if you continue to vandalize wikipedia  you will be blocked from editing   ,1
65988,b07373835747c473,why wikpedia is gaywikipedia sucks i will never forgive you usergwernol the whole verifiability thing is completely retarded and gay all i wanted was a simple article for westside and could you give that to me no apparently everything needs to be reviewed and published by the new york times before you can put it on wikipedia i understand that there are certain things that dont need to be on wikipedia but westside isnt one of them are you suggesting that westside doesnt exist what the fuck is the world coming to when these are the criteria for my article in conclusion fuck usergwernol fuck wikipedia and fuck your ridiculous verifiability criteria,1
66118,b0cb480bf62834d5,youre the disease of americastealing jobs from regular people and working for  cents an hour fucking mexican monkey ,1
66302,b162128735275114,all right lets play by the rules then tell those faggotts to stop fucking with my contributions then they dont use sources correctly they use them to amuse themselves subwayjack,1
66305,b163b7e69f3a603c,i hate you u are a homosapian breasts,1
66329,b17714baedb7b418,doesnt make you cool you arent adding shit youre just making it worse get a fucking lifeyoure fucking gay get a job and quit arguing with people on the internet it doesnt make you cool you arent adding shit youre just making it worse get a fucking life,1
66350,b1865fe6da09a5e6,a jew going around wikipedia editing against arabs everywhere fuck you,1
66354,b18ad3eba793ee52,go fuck yourself nigger,1
66355,b18b147dad8f8918,are you the tosser behind the closerlookonsyria  you are a facsist putinist shill  and liar  you fucking idiot  you think  shabiha nothing to dow with hola russia nothing to do with mh  aside regime nothing to do with ghostsa  you fucking facsist moron,1
66463,b1cf907f2034f00f,fuck you niggerkite y you deleting so much shit fuckn loser dont delete anymore shit its none of your fucking business,1
66594,b238931dd603efb7, to   this is in reference to ur stupid comments about indus valley not being indianu are a fucking wanker there was no fucken pakistan or idependent state of pakistan before  infact most of the pakistanis are real indians of the muslim faith which were conerted by the arabs i hate you people that attempt to leech off indias majestic history before you pakistanis cant get your own food own laguage  urdu is at least  hindi own identity and own land india has given so much land to you to avoid conflict ad now you want to take away our ancient civilisations i have had enough indus valley was indian land occupied by indian people god gave india to the indians not the pakistanis remember pakistan is indian land so is kashmir and jammu,1
66651,b25c1b578464d3f1,ill tell you what im not and thats a useless towelheaded sand nigger  all your kind sicken me,1
66993,b3374a767476f44f,like the fucking jews can keep good people from commenting on this coolies talk page achmed should stick to beating little children and women in the west bank and sucking clipped dick,1
67214,b3d95b4b76b5c4a9,i hope you get cancer you fucking stupid irish cunt thank god for oliver cromwell,1
67247,b3e7b8a6ea14ddc5,youre a frreaking jew and pleaze commit suicide,1
67253,b3ecc4ac67fdabbf,you are a fing doosh bagcok suckerdick facehomoasswipesuck my ballsdick,1
67624,b4f1f411e45efa48,usain bolt is sooooo fucken sexy awww mah gawd only nigger gs have big fat black nigger dicks i wanna suck him n fuck him wite boiz are weak and pathetic and feeble in bed only a nigger g can satisfy mei  my wite skin i wanna do a reverse of michael jackson cuz nigger gs r da best,1
67913,b5aa10cc92f3c95a,rat the smart sign the rest of yall fuck niggas,1
67975,b5d8e7ddb086759d,and when i done popin   capp in yo black a ima cut off you man jewls and sell them on ebay yeah some luck guy is gonna be eatn yo sht in africa,1
68245,b6911c4c1afa9b1b,better phrasing thank you but why did you reinsert cantarella and what is she doing in a section exclusively about percy and where does percy say that most greeks fucked their boys up the ass,1
68354,b6dc4a0b62136ef6,that you are a homosexual who is very gay,1
68463,b721b8460a74e1c5,queer wow ur so fucking gay u should go die,1
68628,b79b85f120ce6624, fuck you cunt try these important things and maybe you wont be such a sucker motherfucker learn how to spell if things remain as they are everyone is bound to consider you to be the ignorant lamebrained cult member you are revert your attacks on van tucky on the talk pages you come off as a vicious vile psychopath if you ever set your cult defending ass in a court of law the jury would see through your charade in heartbeat stop playing good cop bad cop with your fucking retarded dahn hack  accept all korean language sources you stupid bitch how dare you try to stifle and censor articles in the name of your fucked up cult your forestgarden bitch believes its within wiki policy to include korean language articles when reporting on favorable aspects of your bitch master why dont you include all the other more negative portrayals in the korean language also who said this itsahappyday fuckhead deserves to translate any korean this should all be disputed you fucking racist neonazi reject stop using the word cynical to describe your enemies you come off even more retarded than your ilchee bitch master your philosophical maturity is less than that of a first grader the world is cynical those who dont believe in dahn are cynical i cant wait until south park makes an episode about your bitch cult  are you fucking insane korea is the center of the universe korea as a cultural hub korea the place where the next messiah appears you dahn people never cease to amaze when it comes to your thought processes korea is not what your ilchee bitch believes it to be think about it retard the fucking nation of palau has more of a right to talk about religious heritage than the fucking hermit kingdom how can you be so retarded that you choose a korean cult if you chose a chinese or indian one at least it would show you have some portion of a brain coming to korea and joining a korean cult with koreacentric views is more retarded than travelling to antartica in search of good coffee while visiting columbia in search of ice and snow one more time the philosophical underpinnings of your shit cult are so flimsy i must question your intelligence nicola colawhat kind of bitch ass name is that what is wrong with youand you wonder why you need to join a fucked up cult to find friendship and loving dumb fuck,1
